gtex_d	gtex_d_R1	gtex_d_R2
SRR1500006	SRR1500006_1.fastq.gz	SRR1500006_2.fastq.gz
SRR1500030	SRR1500030_1.fastq.gz	SRR1500030_2.fastq.gz
SRR1500052	SRR1500052_1.fastq.gz	SRR1500052_2.fastq.gz
SRR1500071	SRR1500071_1.fastq.gz	SRR1500071_2.fastq.gz
SRR1500089	SRR1500089_1.fastq.gz	SRR1500089_2.fastq.gz
SRR1500113	SRR1500113_1.fastq.gz	SRR1500113_2.fastq.gz
SRR1500131	SRR1500131_1.fastq.gz	SRR1500131_2.fastq.gz
SRR1500149	SRR1500149_1.fastq.gz	SRR1500149_2.fastq.gz
SRR1500170	SRR1500170_1.fastq.gz	SRR1500170_2.fastq.gz
SRR1500194	SRR1500194_1.fastq.gz	SRR1500194_2.fastq.gz
SRR1500216	SRR1500216_1.fastq.gz	SRR1500216_2.fastq.gz
SRR1500240	SRR1500240_1.fastq.gz	SRR1500240_2.fastq.gz
SRR1500261	SRR1500261_1.fastq.gz	SRR1500261_2.fastq.gz
SRR1500282	SRR1500282_1.fastq.gz	SRR1500282_2.fastq.gz
SRR1500306	SRR1500306_1.fastq.gz	SRR1500306_2.fastq.gz
SRR1500323	SRR1500323_1.fastq.gz	SRR1500323_2.fastq.gz
SRR1500342	SRR1500342_1.fastq.gz	SRR1500342_2.fastq.gz
SRR1500360	SRR1500360_1.fastq.gz	SRR1500360_2.fastq.gz
SRR1500382	SRR1500382_1.fastq.gz	SRR1500382_2.fastq.gz
SRR1500405	SRR1500405_1.fastq.gz	SRR1500405_2.fastq.gz
SRR1500428	SRR1500428_1.fastq.gz	SRR1500428_2.fastq.gz
SRR1500450	SRR1500450_1.fastq.gz	SRR1500450_2.fastq.gz
SRR1500472	SRR1500472_1.fastq.gz	SRR1500472_2.fastq.gz
SRR1500495	SRR1500495_1.fastq.gz	SRR1500495_2.fastq.gz
SRR1500516	SRR1500516_1.fastq.gz	SRR1500516_2.fastq.gz
SRR1500537	SRR1500537_1.fastq.gz	SRR1500537_2.fastq.gz
SRR1500555	SRR1500555_1.fastq.gz	SRR1500555_2.fastq.gz
SRR1500574	SRR1500574_1.fastq.gz	SRR1500574_2.fastq.gz
SRR1500598	SRR1500598_1.fastq.gz	SRR1500598_2.fastq.gz
SRR1500617	SRR1500617_1.fastq.gz	SRR1500617_2.fastq.gz
SRR1500639	SRR1500639_1.fastq.gz	SRR1500639_2.fastq.gz
SRR1500661	SRR1500661_1.fastq.gz	SRR1500661_2.fastq.gz
SRR1500684	SRR1500684_1.fastq.gz	SRR1500684_2.fastq.gz
SRR1500709	SRR1500709_1.fastq.gz	SRR1500709_2.fastq.gz
SRR1500732	SRR1500732_1.fastq.gz	SRR1500732_2.fastq.gz
SRR1500753	SRR1500753_1.fastq.gz	SRR1500753_2.fastq.gz
SRR1500774	SRR1500774_1.fastq.gz	SRR1500774_2.fastq.gz
SRR1500800	SRR1500800_1.fastq.gz	SRR1500800_2.fastq.gz
SRR1500822	SRR1500822_1.fastq.gz	SRR1500822_2.fastq.gz
SRR1500846	SRR1500846_1.fastq.gz	SRR1500846_2.fastq.gz
SRR1500868	SRR1500868_1.fastq.gz	SRR1500868_2.fastq.gz
SRR1500891	SRR1500891_1.fastq.gz	SRR1500891_2.fastq.gz
SRR1500908	SRR1500908_1.fastq.gz	SRR1500908_2.fastq.gz
SRR1500931	SRR1500931_1.fastq.gz	SRR1500931_2.fastq.gz
SRR1500953	SRR1500953_1.fastq.gz	SRR1500953_2.fastq.gz
SRR1500977	SRR1500977_1.fastq.gz	SRR1500977_2.fastq.gz
SRR1500998	SRR1500998_1.fastq.gz	SRR1500998_2.fastq.gz
SRR1501020	SRR1501020_1.fastq.gz	SRR1501020_2.fastq.gz
SRR1501043	SRR1501043_1.fastq.gz	SRR1501043_2.fastq.gz
SRR1501097	SRR1501097_1.fastq.gz	SRR1501097_2.fastq.gz
SRR1502143	SRR1502143_1.fastq.gz	SRR1502143_2.fastq.gz
SRR1507229	SRR1507229_1.fastq.gz	SRR1507229_2.fastq.gz
SRR2135283	SRR2135283_1.fastq.gz	SRR2135283_2.fastq.gz
SRR2135284	SRR2135284_1.fastq.gz	SRR2135284_2.fastq.gz
SRR2135285	SRR2135285_1.fastq.gz	SRR2135285_2.fastq.gz
SRR2135286	SRR2135286_1.fastq.gz	SRR2135286_2.fastq.gz
SRR2135287	SRR2135287_1.fastq.gz	SRR2135287_2.fastq.gz
SRR2135288	SRR2135288_1.fastq.gz	SRR2135288_2.fastq.gz
SRR2135289	SRR2135289_1.fastq.gz	SRR2135289_2.fastq.gz
SRR2135290	SRR2135290_1.fastq.gz	SRR2135290_2.fastq.gz
SRR2135291	SRR2135291_1.fastq.gz	SRR2135291_2.fastq.gz
SRR2135292	SRR2135292_1.fastq.gz	SRR2135292_2.fastq.gz
SRR2135293	SRR2135293_1.fastq.gz	SRR2135293_2.fastq.gz
SRR2135294	SRR2135294_1.fastq.gz	SRR2135294_2.fastq.gz
SRR2135295	SRR2135295_1.fastq.gz	SRR2135295_2.fastq.gz
SRR2135296	SRR2135296_1.fastq.gz	SRR2135296_2.fastq.gz
SRR2135297	SRR2135297_1.fastq.gz	SRR2135297_2.fastq.gz
SRR2135298	SRR2135298_1.fastq.gz	SRR2135298_2.fastq.gz
SRR2135299	SRR2135299_1.fastq.gz	SRR2135299_2.fastq.gz
SRR2135300	SRR2135300_1.fastq.gz	SRR2135300_2.fastq.gz
SRR2135301	SRR2135301_1.fastq.gz	SRR2135301_2.fastq.gz
SRR2135302	SRR2135302_1.fastq.gz	SRR2135302_2.fastq.gz
SRR2135303	SRR2135303_1.fastq.gz	SRR2135303_2.fastq.gz
SRR2135304	SRR2135304_1.fastq.gz	SRR2135304_2.fastq.gz
SRR2135305	SRR2135305_1.fastq.gz	SRR2135305_2.fastq.gz
SRR2135306	SRR2135306_1.fastq.gz	SRR2135306_2.fastq.gz
SRR2135307	SRR2135307_1.fastq.gz	SRR2135307_2.fastq.gz
SRR2135308	SRR2135308_1.fastq.gz	SRR2135308_2.fastq.gz
SRR2135309	SRR2135309_1.fastq.gz	SRR2135309_2.fastq.gz
SRR2135310	SRR2135310_1.fastq.gz	SRR2135310_2.fastq.gz
SRR2135311	SRR2135311_1.fastq.gz	SRR2135311_2.fastq.gz
SRR2135312	SRR2135312_1.fastq.gz	SRR2135312_2.fastq.gz
SRR2135313	SRR2135313_1.fastq.gz	SRR2135313_2.fastq.gz
SRR2135314	SRR2135314_1.fastq.gz	SRR2135314_2.fastq.gz
SRR2135315	SRR2135315_1.fastq.gz	SRR2135315_2.fastq.gz
SRR2135316	SRR2135316_1.fastq.gz	SRR2135316_2.fastq.gz
SRR2135317	SRR2135317_1.fastq.gz	SRR2135317_2.fastq.gz
SRR2135318	SRR2135318_1.fastq.gz	SRR2135318_2.fastq.gz
SRR2135319	SRR2135319_1.fastq.gz	SRR2135319_2.fastq.gz
SRR2135320	SRR2135320_1.fastq.gz	SRR2135320_2.fastq.gz
SRR2135321	SRR2135321_1.fastq.gz	SRR2135321_2.fastq.gz
SRR2135322	SRR2135322_1.fastq.gz	SRR2135322_2.fastq.gz
SRR2135323	SRR2135323_1.fastq.gz	SRR2135323_2.fastq.gz
SRR2135324	SRR2135324_1.fastq.gz	SRR2135324_2.fastq.gz
SRR2135325	SRR2135325_1.fastq.gz	SRR2135325_2.fastq.gz
SRR2135326	SRR2135326_1.fastq.gz	SRR2135326_2.fastq.gz
SRR2135327	SRR2135327_1.fastq.gz	SRR2135327_2.fastq.gz
SRR2135328	SRR2135328_1.fastq.gz	SRR2135328_2.fastq.gz
SRR2135329	SRR2135329_1.fastq.gz	SRR2135329_2.fastq.gz
SRR2135330	SRR2135330_1.fastq.gz	SRR2135330_2.fastq.gz
SRR2135331	SRR2135331_1.fastq.gz	SRR2135331_2.fastq.gz
SRR2135332	SRR2135332_1.fastq.gz	SRR2135332_2.fastq.gz
SRR2135333	SRR2135333_1.fastq.gz	SRR2135333_2.fastq.gz
SRR2135334	SRR2135334_1.fastq.gz	SRR2135334_2.fastq.gz
SRR2135335	SRR2135335_1.fastq.gz	SRR2135335_2.fastq.gz
SRR2135336	SRR2135336_1.fastq.gz	SRR2135336_2.fastq.gz
SRR2135337	SRR2135337_1.fastq.gz	SRR2135337_2.fastq.gz
SRR2135338	SRR2135338_1.fastq.gz	SRR2135338_2.fastq.gz
SRR2135339	SRR2135339_1.fastq.gz	SRR2135339_2.fastq.gz
SRR2135341	SRR2135341_1.fastq.gz	SRR2135341_2.fastq.gz
SRR2135342	SRR2135342_1.fastq.gz	SRR2135342_2.fastq.gz
SRR2135343	SRR2135343_1.fastq.gz	SRR2135343_2.fastq.gz
SRR2135344	SRR2135344_1.fastq.gz	SRR2135344_2.fastq.gz
SRR2135345	SRR2135345_1.fastq.gz	SRR2135345_2.fastq.gz
SRR2135346	SRR2135346_1.fastq.gz	SRR2135346_2.fastq.gz
SRR2135347	SRR2135347_1.fastq.gz	SRR2135347_2.fastq.gz
SRR2135348	SRR2135348_1.fastq.gz	SRR2135348_2.fastq.gz
SRR2135349	SRR2135349_1.fastq.gz	SRR2135349_2.fastq.gz
SRR2135350	SRR2135350_1.fastq.gz	SRR2135350_2.fastq.gz
SRR2135351	SRR2135351_1.fastq.gz	SRR2135351_2.fastq.gz
SRR2135352	SRR2135352_1.fastq.gz	SRR2135352_2.fastq.gz
SRR2135353	SRR2135353_1.fastq.gz	SRR2135353_2.fastq.gz
SRR2135354	SRR2135354_1.fastq.gz	SRR2135354_2.fastq.gz
SRR2135355	SRR2135355_1.fastq.gz	SRR2135355_2.fastq.gz
SRR2135356	SRR2135356_1.fastq.gz	SRR2135356_2.fastq.gz
SRR2135357	SRR2135357_1.fastq.gz	SRR2135357_2.fastq.gz
SRR2135358	SRR2135358_1.fastq.gz	SRR2135358_2.fastq.gz
SRR2135359	SRR2135359_1.fastq.gz	SRR2135359_2.fastq.gz
SRR2135360	SRR2135360_1.fastq.gz	SRR2135360_2.fastq.gz
SRR2135361	SRR2135361_1.fastq.gz	SRR2135361_2.fastq.gz
SRR2135362	SRR2135362_1.fastq.gz	SRR2135362_2.fastq.gz
SRR2135363	SRR2135363_1.fastq.gz	SRR2135363_2.fastq.gz
SRR2135364	SRR2135364_1.fastq.gz	SRR2135364_2.fastq.gz
SRR2135365	SRR2135365_1.fastq.gz	SRR2135365_2.fastq.gz
SRR2135366	SRR2135366_1.fastq.gz	SRR2135366_2.fastq.gz
SRR2135367	SRR2135367_1.fastq.gz	SRR2135367_2.fastq.gz
SRR2135368	SRR2135368_1.fastq.gz	SRR2135368_2.fastq.gz
SRR2135369	SRR2135369_1.fastq.gz	SRR2135369_2.fastq.gz
SRR2135370	SRR2135370_1.fastq.gz	SRR2135370_2.fastq.gz
SRR2135371	SRR2135371_1.fastq.gz	SRR2135371_2.fastq.gz
SRR2135372	SRR2135372_1.fastq.gz	SRR2135372_2.fastq.gz
SRR2135373	SRR2135373_1.fastq.gz	SRR2135373_2.fastq.gz
SRR2135374	SRR2135374_1.fastq.gz	SRR2135374_2.fastq.gz
SRR2135375	SRR2135375_1.fastq.gz	SRR2135375_2.fastq.gz
SRR2135376	SRR2135376_1.fastq.gz	SRR2135376_2.fastq.gz
SRR2135377	SRR2135377_1.fastq.gz	SRR2135377_2.fastq.gz
SRR2135378	SRR2135378_1.fastq.gz	SRR2135378_2.fastq.gz
SRR2135379	SRR2135379_1.fastq.gz	SRR2135379_2.fastq.gz
SRR2135380	SRR2135380_1.fastq.gz	SRR2135380_2.fastq.gz
SRR2135381	SRR2135381_1.fastq.gz	SRR2135381_2.fastq.gz
SRR2135382	SRR2135382_1.fastq.gz	SRR2135382_2.fastq.gz
SRR2135383	SRR2135383_1.fastq.gz	SRR2135383_2.fastq.gz
SRR2135384	SRR2135384_1.fastq.gz	SRR2135384_2.fastq.gz
SRR2135385	SRR2135385_1.fastq.gz	SRR2135385_2.fastq.gz
SRR2135386	SRR2135386_1.fastq.gz	SRR2135386_2.fastq.gz
SRR2135387	SRR2135387_1.fastq.gz	SRR2135387_2.fastq.gz
SRR2135388	SRR2135388_1.fastq.gz	SRR2135388_2.fastq.gz
SRR2135389	SRR2135389_1.fastq.gz	SRR2135389_2.fastq.gz
SRR2135390	SRR2135390_1.fastq.gz	SRR2135390_2.fastq.gz
SRR2135391	SRR2135391_1.fastq.gz	SRR2135391_2.fastq.gz
SRR2135392	SRR2135392_1.fastq.gz	SRR2135392_2.fastq.gz
SRR2135393	SRR2135393_1.fastq.gz	SRR2135393_2.fastq.gz
SRR2135394	SRR2135394_1.fastq.gz	SRR2135394_2.fastq.gz
SRR2135395	SRR2135395_1.fastq.gz	SRR2135395_2.fastq.gz
SRR2135396	SRR2135396_1.fastq.gz	SRR2135396_2.fastq.gz
SRR2135397	SRR2135397_1.fastq.gz	SRR2135397_2.fastq.gz
SRR2135398	SRR2135398_1.fastq.gz	SRR2135398_2.fastq.gz
SRR2135399	SRR2135399_1.fastq.gz	SRR2135399_2.fastq.gz
SRR2135400	SRR2135400_1.fastq.gz	SRR2135400_2.fastq.gz
SRR2135401	SRR2135401_1.fastq.gz	SRR2135401_2.fastq.gz
SRR2135402	SRR2135402_1.fastq.gz	SRR2135402_2.fastq.gz
SRR2135403	SRR2135403_1.fastq.gz	SRR2135403_2.fastq.gz
SRR2135405	SRR2135405_1.fastq.gz	SRR2135405_2.fastq.gz
SRR2135406	SRR2135406_1.fastq.gz	SRR2135406_2.fastq.gz
SRR2135407	SRR2135407_1.fastq.gz	SRR2135407_2.fastq.gz
SRR2135408	SRR2135408_1.fastq.gz	SRR2135408_2.fastq.gz
SRR2135409	SRR2135409_1.fastq.gz	SRR2135409_2.fastq.gz
SRR2135410	SRR2135410_1.fastq.gz	SRR2135410_2.fastq.gz
SRR2135411	SRR2135411_1.fastq.gz	SRR2135411_2.fastq.gz
SRR2135412	SRR2135412_1.fastq.gz	SRR2135412_2.fastq.gz
SRR2135413	SRR2135413_1.fastq.gz	SRR2135413_2.fastq.gz
SRR2135414	SRR2135414_1.fastq.gz	SRR2135414_2.fastq.gz
SRR2135415	SRR2135415_1.fastq.gz	SRR2135415_2.fastq.gz
SRR2135416	SRR2135416_1.fastq.gz	SRR2135416_2.fastq.gz
SRR2135417	SRR2135417_1.fastq.gz	SRR2135417_2.fastq.gz
SRR2155763	SRR2155763_1.fastq.gz	SRR2155763_2.fastq.gz
SRR2155775	SRR2155775_1.fastq.gz	SRR2155775_2.fastq.gz
SRR2156111	SRR2156111_1.fastq.gz	SRR2156111_2.fastq.gz
SRR2156394	SRR2156394_1.fastq.gz	SRR2156394_2.fastq.gz
SRR2156637	SRR2156637_1.fastq.gz	SRR2156637_2.fastq.gz
SRR2156658	SRR2156658_1.fastq.gz	SRR2156658_2.fastq.gz
SRR2156686	SRR2156686_1.fastq.gz	SRR2156686_2.fastq.gz
SRR2156698	SRR2156698_1.fastq.gz	SRR2156698_2.fastq.gz
SRR2156704	SRR2156704_1.fastq.gz	SRR2156704_2.fastq.gz
SRR2156717	SRR2156717_1.fastq.gz	SRR2156717_2.fastq.gz
SRR2157308	SRR2157308_1.fastq.gz	SRR2157308_2.fastq.gz
SRR2157311	SRR2157311_1.fastq.gz	SRR2157311_2.fastq.gz
SRR2157314	SRR2157314_1.fastq.gz	SRR2157314_2.fastq.gz
SRR2157357	SRR2157357_1.fastq.gz	SRR2157357_2.fastq.gz
SRR2157420	SRR2157420_1.fastq.gz	SRR2157420_2.fastq.gz
SRR2157430	SRR2157430_1.fastq.gz	SRR2157430_2.fastq.gz
SRR2157436	SRR2157436_1.fastq.gz	SRR2157436_2.fastq.gz
SRR2157457	SRR2157457_1.fastq.gz	SRR2157457_2.fastq.gz
SRR2157460	SRR2157460_1.fastq.gz	SRR2157460_2.fastq.gz
SRR2157513	SRR2157513_1.fastq.gz	SRR2157513_2.fastq.gz
SRR2163078	SRR2163078_1.fastq.gz	SRR2163078_2.fastq.gz
SRR2163570	SRR2163570_1.fastq.gz	SRR2163570_2.fastq.gz
SRR2163573	SRR2163573_1.fastq.gz	SRR2163573_2.fastq.gz
SRR2163576	SRR2163576_1.fastq.gz	SRR2163576_2.fastq.gz
SRR2163579	SRR2163579_1.fastq.gz	SRR2163579_2.fastq.gz
SRR2163582	SRR2163582_1.fastq.gz	SRR2163582_2.fastq.gz
SRR2163632	SRR2163632_1.fastq.gz	SRR2163632_2.fastq.gz
SRR2163635	SRR2163635_1.fastq.gz	SRR2163635_2.fastq.gz
SRR2163639	SRR2163639_1.fastq.gz	SRR2163639_2.fastq.gz
SRR2163836	SRR2163836_1.fastq.gz	SRR2163836_2.fastq.gz
SRR2163840	SRR2163840_1.fastq.gz	SRR2163840_2.fastq.gz
SRR2163843	SRR2163843_1.fastq.gz	SRR2163843_2.fastq.gz
SRR2163862	SRR2163862_1.fastq.gz	SRR2163862_2.fastq.gz
SRR2164210	SRR2164210_1.fastq.gz	SRR2164210_2.fastq.gz
SRR2164485	SRR2164485_1.fastq.gz	SRR2164485_2.fastq.gz
SRR2164488	SRR2164488_1.fastq.gz	SRR2164488_2.fastq.gz
SRR2164492	SRR2164492_1.fastq.gz	SRR2164492_2.fastq.gz
SRR2164511	SRR2164511_1.fastq.gz	SRR2164511_2.fastq.gz
SRR2164533	SRR2164533_1.fastq.gz	SRR2164533_2.fastq.gz
SRR2164536	SRR2164536_1.fastq.gz	SRR2164536_2.fastq.gz
SRR2164553	SRR2164553_1.fastq.gz	SRR2164553_2.fastq.gz
SRR2164556	SRR2164556_1.fastq.gz	SRR2164556_2.fastq.gz
SRR2164559	SRR2164559_1.fastq.gz	SRR2164559_2.fastq.gz
SRR2164562	SRR2164562_1.fastq.gz	SRR2164562_2.fastq.gz
SRR2164602	SRR2164602_1.fastq.gz	SRR2164602_2.fastq.gz
SRR2164605	SRR2164605_1.fastq.gz	SRR2164605_2.fastq.gz
SRR2164608	SRR2164608_1.fastq.gz	SRR2164608_2.fastq.gz
SRR2164646	SRR2164646_1.fastq.gz	SRR2164646_2.fastq.gz
SRR2164650	SRR2164650_1.fastq.gz	SRR2164650_2.fastq.gz
SRR2164688	SRR2164688_1.fastq.gz	SRR2164688_2.fastq.gz
SRR2164691	SRR2164691_1.fastq.gz	SRR2164691_2.fastq.gz
SRR2164694	SRR2164694_1.fastq.gz	SRR2164694_2.fastq.gz
SRR2164697	SRR2164697_1.fastq.gz	SRR2164697_2.fastq.gz
SRR2164700	SRR2164700_1.fastq.gz	SRR2164700_2.fastq.gz
SRR2164704	SRR2164704_1.fastq.gz	SRR2164704_2.fastq.gz
SRR2164707	SRR2164707_1.fastq.gz	SRR2164707_2.fastq.gz
SRR2164745	SRR2164745_1.fastq.gz	SRR2164745_2.fastq.gz
SRR2164748	SRR2164748_1.fastq.gz	SRR2164748_2.fastq.gz
SRR2164764	SRR2164764_1.fastq.gz	SRR2164764_2.fastq.gz
SRR2164781	SRR2164781_1.fastq.gz	SRR2164781_2.fastq.gz
SRR2164805	SRR2164805_1.fastq.gz	SRR2164805_2.fastq.gz
SRR2164811	SRR2164811_1.fastq.gz	SRR2164811_2.fastq.gz
SRR2164814	SRR2164814_1.fastq.gz	SRR2164814_2.fastq.gz
SRR2164820	SRR2164820_1.fastq.gz	SRR2164820_2.fastq.gz
SRR2164838	SRR2164838_1.fastq.gz	SRR2164838_2.fastq.gz
SRR2164841	SRR2164841_1.fastq.gz	SRR2164841_2.fastq.gz
SRR2164844	SRR2164844_1.fastq.gz	SRR2164844_2.fastq.gz
SRR2164847	SRR2164847_1.fastq.gz	SRR2164847_2.fastq.gz
SRR2164885	SRR2164885_1.fastq.gz	SRR2164885_2.fastq.gz
SRR2164914	SRR2164914_1.fastq.gz	SRR2164914_2.fastq.gz
SRR2164920	SRR2164920_1.fastq.gz	SRR2164920_2.fastq.gz
SRR2164925	SRR2164925_1.fastq.gz	SRR2164925_2.fastq.gz
SRR2164933	SRR2164933_1.fastq.gz	SRR2164933_2.fastq.gz
SRR2164936	SRR2164936_1.fastq.gz	SRR2164936_2.fastq.gz
SRR2164975	SRR2164975_1.fastq.gz	SRR2164975_2.fastq.gz
SRR2165014	SRR2165014_1.fastq.gz	SRR2165014_2.fastq.gz
SRR2165017	SRR2165017_1.fastq.gz	SRR2165017_2.fastq.gz
SRR2165020	SRR2165020_1.fastq.gz	SRR2165020_2.fastq.gz
SRR2165024	SRR2165024_1.fastq.gz	SRR2165024_2.fastq.gz
SRR2165030	SRR2165030_1.fastq.gz	SRR2165030_2.fastq.gz
SRR2165033	SRR2165033_1.fastq.gz	SRR2165033_2.fastq.gz
SRR2165071	SRR2165071_1.fastq.gz	SRR2165071_2.fastq.gz
SRR2165074	SRR2165074_1.fastq.gz	SRR2165074_2.fastq.gz
SRR2165077	SRR2165077_1.fastq.gz	SRR2165077_2.fastq.gz
SRR2165080	SRR2165080_1.fastq.gz	SRR2165080_2.fastq.gz
SRR2165085	SRR2165085_1.fastq.gz	SRR2165085_2.fastq.gz
SRR2165097	SRR2165097_1.fastq.gz	SRR2165097_2.fastq.gz
SRR2165100	SRR2165100_1.fastq.gz	SRR2165100_2.fastq.gz
SRR2165103	SRR2165103_1.fastq.gz	SRR2165103_2.fastq.gz
SRR2165106	SRR2165106_1.fastq.gz	SRR2165106_2.fastq.gz
SRR2165117	SRR2165117_1.fastq.gz	SRR2165117_2.fastq.gz
SRR2165120	SRR2165120_1.fastq.gz	SRR2165120_2.fastq.gz
SRR2165124	SRR2165124_1.fastq.gz	SRR2165124_2.fastq.gz
SRR2165127	SRR2165127_1.fastq.gz	SRR2165127_2.fastq.gz
SRR2165130	SRR2165130_1.fastq.gz	SRR2165130_2.fastq.gz
SRR2165133	SRR2165133_1.fastq.gz	SRR2165133_2.fastq.gz
SRR2165136	SRR2165136_1.fastq.gz	SRR2165136_2.fastq.gz
SRR2165139	SRR2165139_1.fastq.gz	SRR2165139_2.fastq.gz
SRR2165142	SRR2165142_1.fastq.gz	SRR2165142_2.fastq.gz
SRR2165145	SRR2165145_1.fastq.gz	SRR2165145_2.fastq.gz
SRR2165153	SRR2165153_1.fastq.gz	SRR2165153_2.fastq.gz
SRR2165156	SRR2165156_1.fastq.gz	SRR2165156_2.fastq.gz
SRR2165159	SRR2165159_1.fastq.gz	SRR2165159_2.fastq.gz
SRR2165164	SRR2165164_1.fastq.gz	SRR2165164_2.fastq.gz
SRR2165167	SRR2165167_1.fastq.gz	SRR2165167_2.fastq.gz
SRR2165170	SRR2165170_1.fastq.gz	SRR2165170_2.fastq.gz
SRR2165179	SRR2165179_1.fastq.gz	SRR2165179_2.fastq.gz
SRR2165182	SRR2165182_1.fastq.gz	SRR2165182_2.fastq.gz
SRR2165222	SRR2165222_1.fastq.gz	SRR2165222_2.fastq.gz
SRR2165231	SRR2165231_1.fastq.gz	SRR2165231_2.fastq.gz
SRR2165237	SRR2165237_1.fastq.gz	SRR2165237_2.fastq.gz
SRR2165254	SRR2165254_1.fastq.gz	SRR2165254_2.fastq.gz
SRR2165257	SRR2165257_1.fastq.gz	SRR2165257_2.fastq.gz
SRR2165260	SRR2165260_1.fastq.gz	SRR2165260_2.fastq.gz
SRR2165263	SRR2165263_1.fastq.gz	SRR2165263_2.fastq.gz
SRR2165266	SRR2165266_1.fastq.gz	SRR2165266_2.fastq.gz
SRR2165313	SRR2165313_1.fastq.gz	SRR2165313_2.fastq.gz
SRR2165316	SRR2165316_1.fastq.gz	SRR2165316_2.fastq.gz
SRR2165320	SRR2165320_1.fastq.gz	SRR2165320_2.fastq.gz
SRR2165323	SRR2165323_1.fastq.gz	SRR2165323_2.fastq.gz
SRR2165363	SRR2165363_1.fastq.gz	SRR2165363_2.fastq.gz
SRR2165366	SRR2165366_1.fastq.gz	SRR2165366_2.fastq.gz
SRR2165372	SRR2165372_1.fastq.gz	SRR2165372_2.fastq.gz
SRR2165375	SRR2165375_1.fastq.gz	SRR2165375_2.fastq.gz
SRR2165379	SRR2165379_1.fastq.gz	SRR2165379_2.fastq.gz
SRR2165418	SRR2165418_1.fastq.gz	SRR2165418_2.fastq.gz
SRR2165421	SRR2165421_1.fastq.gz	SRR2165421_2.fastq.gz
SRR2165424	SRR2165424_1.fastq.gz	SRR2165424_2.fastq.gz
SRR2165427	SRR2165427_1.fastq.gz	SRR2165427_2.fastq.gz
SRR2165430	SRR2165430_1.fastq.gz	SRR2165430_2.fastq.gz
SRR2165433	SRR2165433_1.fastq.gz	SRR2165433_2.fastq.gz
SRR2165448	SRR2165448_1.fastq.gz	SRR2165448_2.fastq.gz
SRR2165452	SRR2165452_1.fastq.gz	SRR2165452_2.fastq.gz
SRR2165454	SRR2165454_1.fastq.gz	SRR2165454_2.fastq.gz
SRR2165457	SRR2165457_1.fastq.gz	SRR2165457_2.fastq.gz
SRR2165460	SRR2165460_1.fastq.gz	SRR2165460_2.fastq.gz
SRR2165463	SRR2165463_1.fastq.gz	SRR2165463_2.fastq.gz
SRR2165466	SRR2165466_1.fastq.gz	SRR2165466_2.fastq.gz
SRR2165473	SRR2165473_1.fastq.gz	SRR2165473_2.fastq.gz
SRR2165511	SRR2165511_1.fastq.gz	SRR2165511_2.fastq.gz
SRR2165514	SRR2165514_1.fastq.gz	SRR2165514_2.fastq.gz
SRR2165520	SRR2165520_1.fastq.gz	SRR2165520_2.fastq.gz
SRR2165523	SRR2165523_1.fastq.gz	SRR2165523_2.fastq.gz
SRR2165527	SRR2165527_1.fastq.gz	SRR2165527_2.fastq.gz
SRR2165570	SRR2165570_1.fastq.gz	SRR2165570_2.fastq.gz
SRR2165582	SRR2165582_1.fastq.gz	SRR2165582_2.fastq.gz
SRR2165585	SRR2165585_1.fastq.gz	SRR2165585_2.fastq.gz
SRR2165618	SRR2165618_1.fastq.gz	SRR2165618_2.fastq.gz
SRR2165630	SRR2165630_1.fastq.gz	SRR2165630_2.fastq.gz
SRR2165634	SRR2165634_1.fastq.gz	SRR2165634_2.fastq.gz
SRR2165693	SRR2165693_1.fastq.gz	SRR2165693_2.fastq.gz
SRR2165696	SRR2165696_1.fastq.gz	SRR2165696_2.fastq.gz
SRR2165728	SRR2165728_1.fastq.gz	SRR2165728_2.fastq.gz
SRR2165731	SRR2165731_1.fastq.gz	SRR2165731_2.fastq.gz
SRR2165743	SRR2165743_1.fastq.gz	SRR2165743_2.fastq.gz
SRR2165747	SRR2165747_1.fastq.gz	SRR2165747_2.fastq.gz
SRR2165750	SRR2165750_1.fastq.gz	SRR2165750_2.fastq.gz
SRR2165753	SRR2165753_1.fastq.gz	SRR2165753_2.fastq.gz
SRR2165761	SRR2165761_1.fastq.gz	SRR2165761_2.fastq.gz
SRR2165764	SRR2165764_1.fastq.gz	SRR2165764_2.fastq.gz
SRR2165803	SRR2165803_1.fastq.gz	SRR2165803_2.fastq.gz
SRR2165806	SRR2165806_1.fastq.gz	SRR2165806_2.fastq.gz
SRR2165846	SRR2165846_1.fastq.gz	SRR2165846_2.fastq.gz
SRR2165855	SRR2165855_1.fastq.gz	SRR2165855_2.fastq.gz
SRR2165871	SRR2165871_1.fastq.gz	SRR2165871_2.fastq.gz
SRR2165874	SRR2165874_1.fastq.gz	SRR2165874_2.fastq.gz
SRR2165877	SRR2165877_1.fastq.gz	SRR2165877_2.fastq.gz
SRR2165880	SRR2165880_1.fastq.gz	SRR2165880_2.fastq.gz
SRR2165884	SRR2165884_1.fastq.gz	SRR2165884_2.fastq.gz
SRR2165887	SRR2165887_1.fastq.gz	SRR2165887_2.fastq.gz
SRR2165890	SRR2165890_1.fastq.gz	SRR2165890_2.fastq.gz
SRR2165896	SRR2165896_1.fastq.gz	SRR2165896_2.fastq.gz
SRR2165934	SRR2165934_1.fastq.gz	SRR2165934_2.fastq.gz
